Level,Hierarchical_structure,Code,Class_title,Class_definition
4,Subclass (Field),RDF3030210,Environmental and occupational health and safety,This subclass comprises research and experimental development in environmental and occupational health and safety.
4,Subclass (Field),RDF3030211,Epidemiology (except nutritional and veterinary epidemiology),This subclass comprises research and experimental development in epidemiology (except nutritional and veterinary epidemiology).
4,Subclass (Field),RDF3030212,Health promotion and disease prevention,This subclass comprises research and experimental development in health promotion and disease prevention.
4,Subclass (Field),RDF3030213,Food security,This subclass comprises research and experimental development in food security.
4,Subclass (Field),RDF3030214,Health equity,This subclass comprises research and experimental development in health equity.
4,Subclass (Field),RDF3030215,Sex and gender-based analysis,This subclass comprises research and experimental development in sex and gender-based analysis.
4,Subclass (Field),RDF3030216,Gender and health relationship,This subclass comprises research and experimental development in gender and health relationship.
4,Subclass (Field),RDF3030217,Global health,This subclass comprises research and experimental development in global health.
4,Subclass (Field),RDF3030218,Health and gender based violence,This subclass comprises research and experimental development in health and gender based violence.
4,Subclass (Field),RDF3030219,Military and veterans' health,This subclass comprises research and experimental development in military and veterans' health.
4,Subclass (Field),RDF3030220,Etiology of disease and conditions,This subclass comprises research and experimental development in etiology of disease and conditions.
4,Subclass (Field),RDF3030221,Nutritional epidemiology,This subclass comprises research and experimental development in nutritional epidemiology.
4,Subclass (Field),RDF3030222,One Health approach,This subclass comprises research and experimental development in one Health approach.
4,Subclass (Field),RDF3030299,"Public and population health, n.e.c.","This subclass comprises research and experimental development in public and population health, n.e.c."
3,Class,RDF30303,Rehabilitation medicine,This class comprises research and experimental development in rehabilitation medicine.
4,Subclass (Field),RDF3030301,Kinesiology,This subclass comprises research and experimental development in kinesiology.
4,Subclass (Field),RDF3030302,Physical therapy,This subclass comprises research and experimental development in physical therapy.
4,Subclass (Field),RDF3030303,Occupational therapy,This subclass comprises research and experimental development in occupational therapy.
4,Subclass (Field),RDF3030304,Speech pathology,This subclass comprises research and experimental development in speech pathology.
4,Subclass (Field),RDF3030305,Mental health rehabilitation,This subclass comprises research and experimental development in mental health rehabilitation.
4,Subclass (Field),RDF3030306,Addiction rehabilitation,This subclass comprises research and experimental development in addiction rehabilitation.
4,Subclass (Field),RDF3030307,Sports medicine,This subclass comprises research and experimental development in sports medicine.
4,Subclass (Field),RDF3030308,Audiology,This subclass comprises research and experimental development in audiology.
4,Subclass (Field),RDF3030399,"Rehabilitation medicine, n.e.c.","This subclass comprises research and experimental development in rehabilitation medicine, n.e.c."
3,Class,RDF30304,Health services and systems,This class comprises research and experimental development in health services and systems.
4,Subclass (Field),RDF3030401,Health and community services,This subclass comprises research and experimental development in health and community services.
4,Subclass (Field),RDF3030402,Health care administration,This subclass comprises research and experimental development in health care administration.
4,Subclass (Field),RDF3030403,Health information systems (including surveillance),This subclass comprises research and experimental development in health information systems (including surveillance).
